state,stabbrs,year,sex,Census_Region,Census_Division,LE,race
Ohio,OH,1988,Male,Midwest,East North Central,72.255349,white
Ohio,OH,1989,Female,Midwest,East North Central,78.88888043,white
Ohio,OH,1989,Male,Midwest,East North Central,72.57431296,white
Ohio,OH,1990,Female,Midwest,East North Central,79.06024514,white
Ohio,OH,1990,Male,Midwest,East North Central,72.75178714,white
Ohio,OH,1991,Female,Midwest,East North Central,79.16450114,white
Ohio,OH,1991,Male,Midwest,East North Central,72.87825632,white
Ohio,OH,1992,Female,Midwest,East North Central,79.36991183,white
Ohio,OH,1992,Male,Midwest,East North Central,73.14084499,white
Ohio,OH,1993,Female,Midwest,East North Central,79.24406921,white
Ohio,OH,1993,Male,Midwest,East North Central,73.16875725,white
Ohio,OH,1994,Female,Midwest,East North Central,79.25276491,white
Ohio,OH,1994,Male,Midwest,East North Central,73.30677487,white
Ohio,OH,1995,Female,Midwest,East North Central,79.16368505,white
Ohio,OH,1995,Male,Midwest,East North Central,73.41651192,white
Ohio,OH,1996,Female,Midwest,East North Central,79.31489952,white
Ohio,OH,1996,Male,Midwest,East North Central,73.71896427,white
Ohio,OH,1997,Female,Midwest,East North Central,79.36009185,white
Ohio,OH,1997,Male,Midwest,East North Central,73.87284548,white
Ohio,OH,1998,Female,Midwest,East North Central,79.32564912,white
Ohio,OH,1998,Male,Midwest,East North Central,74.10567045,white
Ohio,OH,1999,Female,Midwest,East North Central,79.2278329,white
Ohio,OH,1999,Male,Midwest,East North Central,74.18581294,white
Ohio,OH,2000,Female,Midwest,East North Central,79.32402631,white
Ohio,OH,2000,Male,Midwest,East North Central,74.36559358,white
Ohio,OH,2001,Female,Midwest,East North Central,79.40139484,white
Ohio,OH,2001,Male,Midwest,East North Central,74.46003317,white
Ohio,OH,2002,Female,Midwest,East North Central,79.38309611,white
Ohio,OH,2002,Male,Midwest,East North Central,74.53296049,white
Ohio,OH,2003,Female,Midwest,East North Central,79.50689044,white
Ohio,OH,2003,Male,Midwest,East North Central,74.76287524,white
Ohio,OH,2004,Female,Midwest,East North Central,79.87314081,white
Ohio,OH,2004,Male,Midwest,East North Central,74.9837778,white
Ohio,OH,2005,Female,Midwest,East North Central,79.85336041,white
Ohio,OH,2005,Male,Midwest,East North Central,74.94064928,white
Ohio,OH,2006,Female,Midwest,East North Central,80.12046419,white
Ohio,OH,2006,Male,Midwest,East North Central,75.23048767,white
Ohio,OH,2007,Female,Midwest,East North Central,80.26056889,white
Ohio,OH,2007,Male,Midwest,East North Central,75.41549745,white
Ohio,OH,2008,Female,Midwest,East North Central,80.17625985,white
Ohio,OH,2008,Male,Midwest,East North Central,75.43459945,white
Ohio,OH,2009,Female,Midwest,East North Central,80.48129765,white
Ohio,OH,2009,Male,Midwest,East North Central,75.72366109,white
Ohio,OH,2010,Female,Midwest,East North Central,80.3900934,white
Ohio,OH,2010,Male,Midwest,East North Central,75.74796291,white
Ohio,OH,2011,Female,Midwest,East North Central,80.22522435,white
Ohio,OH,2011,Male,Midwest,East North Central,75.71813106,white
Ohio,OH,2012,Female,Midwest,East North Central,80.23427162,white
Ohio,OH,2012,Male,Midwest,East North Central,75.69698074,white
Ohio,OH,2013,Female,Midwest,East North Central,80.29656032,white
Ohio,OH,2013,Male,Midwest,East North Central,75.74172023,white
Oklahoma,OK,1969,Female,South,West South Central,76.22547101,white
Oklahoma,OK,1969,Male,South,West South Central,67.84579828,white
Oklahoma,OK,1970,Female,South,West South Central,76.38453115,white
Oklahoma,OK,1970,Male,South,West South Central,67.86562859,white
Oklahoma,OK,1971,Female,South,West South Central,76.65055694,white
Oklahoma,OK,1971,Male,South,West South Central,68.22926106,white
Oklahoma,OK,1972,Female,South,West South Central,76.67815711,white
Oklahoma,OK,1972,Male,South,West South Central,68.25414543,white
Oklahoma,OK,1973,Female,South,West South Central,76.85430842,white
Oklahoma,OK,1973,Male,South,West South Central,68.34793751,white
Oklahoma,OK,1974,Female,South,West South Central,77.02541649,white
Oklahoma,OK,1974,Male,South,West South Central,68.58936381,white
Oklahoma,OK,1975,Female,South,West South Central,77.40984175,white
Oklahoma,OK,1975,Male,South,West South Central,68.79254687,white
Oklahoma,OK,1976,Female,South,West South Central,77.6143418,white
Oklahoma,OK,1976,Male,South,West South Central,69.11126571,white
Oklahoma,OK,1977,Female,South,West South Central,77.8643951,white
Oklahoma,OK,1977,Male,South,West South Central,69.45950342,white
Oklahoma,OK,1978,Female,South,West South Central,77.91787344,white
Oklahoma,OK,1978,Male,South,West South Central,69.58109022,white
Oklahoma,OK,1979,Female,South,West South Central,78.0770807,white
Oklahoma,OK,1979,Male,South,West South Central,69.73075465,white
Oklahoma,OK,1980,Female,South,West South Central,78.21941213,white
Oklahoma,OK,1980,Male,South,West South Central,69.88794067,white
Oklahoma,OK,1981,Female,South,West South Central,78.31459345,white
Oklahoma,OK,1981,Male,South,West South Central,70.0428081,white
Oklahoma,OK,1982,Female,South,West South Central,78.35684356,white
Oklahoma,OK,1982,Male,South,West South Central,70.20177745,white
Oklahoma,OK,1983,Female,South,West South Central,78.41987789,white
Oklahoma,OK,1983,Male,South,West South Central,70.57364504,white
Oklahoma,OK,1984,Female,South,West South Central,78.5007545,white
Oklahoma,OK,1984,Male,South,West South Central,70.83287146,white
Oklahoma,OK,1985,Female,South,West South Central,78.51151382,white
Oklahoma,OK,1985,Male,South,West South Central,70.9718109,white
Oklahoma,OK,1986,Female,South,West South Central,78.57571651,white
Oklahoma,OK,1986,Male,South,West South Central,71.18318533,white
Oklahoma,OK,1987,Female,South,West South Central,78.69692884,white
Oklahoma,OK,1987,Male,South,West South Central,71.45943452,white
Oklahoma,OK,1988,Female,South,West South Central,78.59017708,white
Oklahoma,OK,1988,Male,South,West South Central,71.52796042,white
Oklahoma,OK,1989,Female,South,West South Central,78.64198168,white
Oklahoma,OK,1989,Male,South,West South Central,71.64982433,white
Oklahoma,OK,1990,Female,South,West South Central,78.59393946,white
Oklahoma,OK,1990,Male,South,West South Central,71.67709651,white
Oklahoma,OK,1991,Female,South,West South Central,78.73000939,white
Oklahoma,OK,1991,Male,South,West South Central,71.79886901,white
Oklahoma,OK,1992,Female,South,West South Central,78.75923213,white
Oklahoma,OK,1992,Male,South,West South Central,71.84357516,white
Oklahoma,OK,1993,Female,South,West South Central,78.54913719,white
Oklahoma,OK,1993,Male,South,West South Central,71.73561547,white
Oklahoma,OK,1994,Female,South,West South Central,78.57558667,white
Oklahoma,OK,1994,Male,South,West South Central,71.75379457,white
Oklahoma,OK,1995,Female,South,West South Central,78.48249573,white
Oklahoma,OK,1995,Male,South,West South Central,71.83302604,white
Oklahoma,OK,1996,Female,South,West South Central,78.3912356,white
Oklahoma,OK,1996,Male,South,West South Central,72.02480073,white
Oklahoma,OK,1997,Female,South,West South Central,78.33564118,white
Oklahoma,OK,1997,Male,South,West South Central,72.18155288,white
Oklahoma,OK,1998,Female,South,West South Central,78.2750458,white
Oklahoma,OK,1998,Male,South,West South Central,72.33989969,white
Oklahoma,OK,1999,Female,South,West South Central,78.12508494,white
Oklahoma,OK,1999,Male,South,West South Central,72.48028717,white
Oklahoma,OK,2000,Female,South,West South Central,78.0174546,white
Oklahoma,OK,2000,Male,South,West South Central,72.57103635,white
Oklahoma,OK,2001,Female,South,West South Central,78.08761526,white
Oklahoma,OK,2001,Male,South,West South Central,72.68109164,white
Oklahoma,OK,2002,Female,South,West South Central,77.99522768,white
Oklahoma,OK,2002,Male,South,West South Central,72.72430532,white
Oklahoma,OK,2003,Female,South,West South Central,77.98707977,white
Oklahoma,OK,2003,Male,South,West South Central,72.79375624,white
Oklahoma,OK,2004,Female,South,West South Central,78.21307319,white
Oklahoma,OK,2004,Male,South,West South Central,73.00119109,white
Oklahoma,OK,2005,Female,South,West South Central,78.08582418,white
Oklahoma,OK,2005,Male,South,West South Central,73.0308427,white
Oklahoma,OK,2006,Female,South,West South Central,78.25780364,white
Oklahoma,OK,2006,Male,South,West South Central,73.19013447,white
Oklahoma,OK,2007,Female,South,West South Central,78.23813135,white
Oklahoma,OK,2007,Male,South,West South Central,73.29526398,white
Oklahoma,OK,2008,Female,South,West South Central,78.23319449,white
Oklahoma,OK,2008,Male,South,West South Central,73.37051825,white
Oklahoma,OK,2009,Female,South,West South Central,78.57186331,white
Oklahoma,OK,2009,Male,South,West South Central,73.58804856,white
Oklahoma,OK,2010,Female,South,West South Central,78.54936826,white
Oklahoma,OK,2010,Male,South,West South Central,73.67333171,white
Oklahoma,OK,2011,Female,South,West South Central,78.54119048,white
Oklahoma,OK,2011,Male,South,West South Central,73.70959312,white
Oklahoma,OK,2012,Female,South,West South Central,78.61890293,white
Oklahoma,OK,2012,Male,South,West South Central,73.83769845,white
Oklahoma,OK,2013,Female,South,West South Central,78.53469641,white
Oklahoma,OK,2013,Male,South,West South Central,73.77329929,white
Oregon,OR,1969,Female,West,Pacific,76.55847952,white
Oregon,OR,1969,Male,West,Pacific,68.64282985,white
Oregon,OR,1970,Female,West,Pacific,76.83822079,white
Oregon,OR,1970,Male,West,Pacific,68.86844965,white
Oregon,OR,1971,Female,West,Pacific,76.90524239,white
Oregon,OR,1971,Male,West,Pacific,68.97929534,white
Oregon,OR,1972,Female,West,Pacific,77.0499075,white
Oregon,OR,1972,Male,West,Pacific,69.11733144,white
Oregon,OR,1973,Female,West,Pacific,77.1614437,white
Oregon,OR,1973,Male,West,Pacific,69.34507579,white
Oregon,OR,1974,Female,West,Pacific,77.62057964,white
Oregon,OR,1974,Male,West,Pacific,69.70051417,white
Oregon,OR,1975,Female,West,Pacific,77.92698894,white
Oregon,OR,1975,Male,West,Pacific,70.12100269,white
Oregon,OR,1976,Female,West,Pacific,78.17493418,white
Oregon,OR,1976,Male,West,Pacific,70.44112067,white
Oregon,OR,1977,Female,West,Pacific,78.52607919,white
Oregon,OR,1977,Male,West,Pacific,70.79644692,white
Oregon,OR,1978,Female,West,Pacific,78.70489922,white
Oregon,OR,1978,Male,West,Pacific,71.0631727,white
Oregon,OR,1979,Female,West,Pacific,79.00710248,white
Oregon,OR,1979,Male,West,Pacific,71.27548175,white
Oregon,OR,1980,Female,West,Pacific,79.04880745,white
Oregon,OR,1980,Male,West,Pacific,71.46871415,white
Oregon,OR,1981,Female,West,Pacific,79.19653738,white
Oregon,OR,1981,Male,West,Pacific,71.78808219,white
Oregon,OR,1982,Female,West,Pacific,79.34453069,white
Oregon,OR,1982,Male,West,Pacific,72.13645093,white
Oregon,OR,1983,Female,West,Pacific,79.20843478,white
Oregon,OR,1983,Male,West,Pacific,72.24788562,white
Oregon,OR,1984,Female,West,Pacific,79.21944462,white
Oregon,OR,1984,Male,West,Pacific,72.25364965,white
Oregon,OR,1985,Female,West,Pacific,79.18246408,white
Oregon,OR,1985,Male,West,Pacific,72.23911355,white
Oregon,OR,1986,Female,West,Pacific,79.408384710000007,white
Oregon,OR,1986,Male,West,Pacific,72.48710588,white
Oregon,OR,1987,Female,West,Pacific,79.29605979,white
Oregon,OR,1987,Male,West,Pacific,72.61335137,white
Oregon,OR,1988,Female,West,Pacific,79.31896284,white
Oregon,OR,1988,Male,West,Pacific,72.85860393,white
Oregon,OR,1989,Female,West,Pacific,79.49985862,white
Oregon,OR,1989,Male,West,Pacific,73.08921008,white
Oregon,OR,1990,Female,West,Pacific,79.68612067,white
Oregon,OR,1990,Male,West,Pacific,73.32785917,white
Oregon,OR,1991,Female,West,Pacific,79.92810136,white
Oregon,OR,1991,Male,West,Pacific,73.66278482,white
Oregon,OR,1992,Female,West,Pacific,79.89289975,white
Oregon,OR,1992,Male,West,Pacific,73.83716222,white
Oregon,OR,1993,Female,West,Pacific,79.74289262,white
Oregon,OR,1993,Male,West,Pacific,73.76856012,white
Oregon,OR,1994,Female,West,Pacific,79.80753253,white
Oregon,OR,1994,Male,West,Pacific,73.98147457,white
Oregon,OR,1995,Female,West,Pacific,79.85215769,white
Oregon,OR,1995,Male,West,Pacific,74.13586636,white
Oregon,OR,1996,Female,West,Pacific,79.8471165,white
Oregon,OR,1996,Male,West,Pacific,74.34467088,white
Oregon,OR,1997,Female,West,Pacific,79.90529717,white
Oregon,OR,1997,Male,West,Pacific,74.71234881,white
Oregon,OR,1998,Female,West,Pacific,79.98439148,white
Oregon,OR,1998,Male,West,Pacific,74.91278843,white
Oregon,OR,1999,Female,West,Pacific,79.96608997,white
Oregon,OR,1999,Male,West,Pacific,75.25645262,white
Oregon,OR,2000,Female,West,Pacific,80.06699805,white
Oregon,OR,2000,Male,West,Pacific,75.42635801,white
Oregon,OR,2001,Female,West,Pacific,80.05715299,white
Oregon,OR,2001,Male,West,Pacific,75.54069385,white
Oregon,OR,2002,Female,West,Pacific,80.09018182,white
Oregon,OR,2002,Male,West,Pacific,75.54216673,white
Oregon,OR,2003,Female,West,Pacific,80.29416259,white
Oregon,OR,2003,Male,West,Pacific,75.80534605,white
Oregon,OR,2004,Female,West,Pacific,80.6097686,white
Oregon,OR,2004,Male,West,Pacific,76.08298916,white
Oregon,OR,2005,Female,West,Pacific,80.61039473,white
Oregon,OR,2005,Male,West,Pacific,76.22764488,white
Oregon,OR,2006,Female,West,Pacific,80.83461787,white
Oregon,OR,2006,Male,West,Pacific,76.39387017,white
Oregon,OR,2007,Female,West,Pacific,81.10655526,white
Oregon,OR,2007,Male,West,Pacific,76.57629783,white
Oregon,OR,2008,Female,West,Pacific,81.27753401,white
Oregon,OR,2008,Male,West,Pacific,76.69141929,white
Oregon,OR,2009,Female,West,Pacific,81.51263813,white
Oregon,OR,2009,Male,West,Pacific,76.96211948,white
Oregon,OR,2010,Female,West,Pacific,81.58898024,white
Oregon,OR,2010,Male,West,Pacific,77.1573912,white
Oregon,OR,2011,Female,West,Pacific,81.59710169,white
Oregon,OR,2011,Male,West,Pacific,77.20956141,white
Oregon,OR,2012,Female,West,Pacific,81.71446852,white
Oregon,OR,2012,Male,West,Pacific,77.36337928,white
Oregon,OR,2013,Female,West,Pacific,81.6466986,white
Oregon,OR,2013,Male,West,Pacific,77.29609331,white
Pennsylvania,PA,1969,Female,Northeast,Mid-Atlantic,74.68228714,white
Pennsylvania,PA,1969,Male,Northeast,Mid-Atlantic,67.57303837,white
Pennsylvania,PA,1970,Female,Northeast,Mid-Atlantic,74.85039816,white
Pennsylvania,PA,1970,Male,Northeast,Mid-Atlantic,67.80016793,white
Pennsylvania,PA,1971,Female,Northeast,Mid-Atlantic,75.16824309,white
Pennsylvania,PA,1971,Male,Northeast,Mid-Atlantic,68.05006081,white
Pennsylvania,PA,1972,Female,Northeast,Mid-Atlantic,75.44055342,white
Pennsylvania,PA,1972,Male,Northeast,Mid-Atlantic,68.17117946,white
Pennsylvania,PA,1973,Female,Northeast,Mid-Atlantic,75.82182467,white
Pennsylvania,PA,1973,Male,Northeast,Mid-Atlantic,68.3352584,white
Pennsylvania,PA,1974,Female,Northeast,Mid-Atlantic,76.25015893,white
Pennsylvania,PA,1974,Male,Northeast,Mid-Atlantic,68.83472887,white
Pennsylvania,PA,1975,Female,Northeast,Mid-Atlantic,76.75582388,white
Pennsylvania,PA,1975,Male,Northeast,Mid-Atlantic,69.23277276,white
Pennsylvania,PA,1976,Female,Northeast,Mid-Atlantic,76.89345483,white
Pennsylvania,PA,1976,Male,Northeast,Mid-Atlantic,69.48136415,white
Pennsylvania,PA,1977,Female,Northeast,Mid-Atlantic,77.287841,white
Pennsylvania,PA,1977,Male,Northeast,Mid-Atlantic,69.86379686,white
Pennsylvania,PA,1978,Female,Northeast,Mid-Atlantic,77.48338331,white
Pennsylvania,PA,1978,Male,Northeast,Mid-Atlantic,70.05173082,white
Pennsylvania,PA,1979,Female,Northeast,Mid-Atlantic,77.746214,white
Pennsylvania,PA,1979,Male,Northeast,Mid-Atlantic,70.39520036,white
Pennsylvania,PA,1980,Female,Northeast,Mid-Atlantic,77.62138003,white
Pennsylvania,PA,1980,Male,Northeast,Mid-Atlantic,70.40591965,white
Pennsylvania,PA,1981,Female,Northeast,Mid-Atlantic,77.98006574,white
Pennsylvania,PA,1981,Male,Northeast,Mid-Atlantic,70.87860753,white
Pennsylvania,PA,1982,Female,Northeast,Mid-Atlantic,78.26052455,white
Pennsylvania,PA,1982,Male,Northeast,Mid-Atlantic,71.21244896,white
Pennsylvania,PA,1983,Female,Northeast,Mid-Atlantic,78.26978951,white
Pennsylvania,PA,1983,Male,Northeast,Mid-Atlantic,71.3631182,white
Pennsylvania,PA,1984,Female,Northeast,Mid-Atlantic,78.4258848,white
Pennsylvania,PA,1984,Male,Northeast,Mid-Atlantic,71.53509892,white
Pennsylvania,PA,1985,Female,Northeast,Mid-Atlantic,78.4243097,white
Pennsylvania,PA,1985,Male,Northeast,Mid-Atlantic,71.65316473,white
Pennsylvania,PA,1986,Female,Northeast,Mid-Atlantic,78.55435719,white
Pennsylvania,PA,1986,Male,Northeast,Mid-Atlantic,71.80540232,white
Pennsylvania,PA,1987,Female,Northeast,Mid-Atlantic,78.64304733,white
Pennsylvania,PA,1987,Male,Northeast,Mid-Atlantic,72.00868445,white
Pennsylvania,PA,1988,Female,Northeast,Mid-Atlantic,78.76495313,white
Pennsylvania,PA,1988,Male,Northeast,Mid-Atlantic,72.18054165,white
Pennsylvania,PA,1989,Female,Northeast,Mid-Atlantic,79.14153454,white
Pennsylvania,PA,1989,Male,Northeast,Mid-Atlantic,72.53272399,white
Pennsylvania,PA,1990,Female,Northeast,Mid-Atlantic,79.41793081,white
Pennsylvania,PA,1990,Male,Northeast,Mid-Atlantic,72.85033193,white
Pennsylvania,PA,1991,Female,Northeast,Mid-Atlantic,79.55059687,white
Pennsylvania,PA,1991,Male,Northeast,Mid-Atlantic,73.06451372,white
Pennsylvania,PA,1992,Female,Northeast,Mid-Atlantic,79.67601439,white
Pennsylvania,PA,1992,Male,Northeast,Mid-Atlantic,73.24197033,white
Pennsylvania,PA,1993,Female,Northeast,Mid-Atlantic,79.66017854,white
Pennsylvania,PA,1993,Male,Northeast,Mid-Atlantic,73.32919256,white
Pennsylvania,PA,1994,Female,Northeast,Mid-Atlantic,79.60336863,white
Pennsylvania,PA,1994,Male,Northeast,Mid-Atlantic,73.46213258,white
Pennsylvania,PA,1995,Female,Northeast,Mid-Atlantic,79.78023272,white
Pennsylvania,PA,1995,Male,Northeast,Mid-Atlantic,73.60589839,white
Pennsylvania,PA,1996,Female,Northeast,Mid-Atlantic,79.77682309,white
Pennsylvania,PA,1996,Male,Northeast,Mid-Atlantic,73.78982954,white
Pennsylvania,PA,1997,Female,Northeast,Mid-Atlantic,79.91225034,white
Pennsylvania,PA,1997,Male,Northeast,Mid-Atlantic,74.16303569,white
Pennsylvania,PA,1998,Female,Northeast,Mid-Atlantic,80.08345437,white
Pennsylvania,PA,1998,Male,Northeast,Mid-Atlantic,74.42924239,white
Pennsylvania,PA,1999,Female,Northeast,Mid-Atlantic,79.95568305,white
Pennsylvania,PA,1999,Male,Northeast,Mid-Atlantic,74.55240079,white
Pennsylvania,PA,2000,Female,Northeast,Mid-Atlantic,79.97275129,white
Pennsylvania,PA,2000,Male,Northeast,Mid-Atlantic,74.67231281,white
Pennsylvania,PA,2001,Female,Northeast,Mid-Atlantic,80.08901632,white
Pennsylvania,PA,2001,Male,Northeast,Mid-Atlantic,74.81120482,white
Pennsylvania,PA,2002,Female,Northeast,Mid-Atlantic,80.1450285,white
Pennsylvania,PA,2002,Male,Northeast,Mid-Atlantic,74.87933499,white
Pennsylvania,PA,2003,Female,Northeast,Mid-Atlantic,80.29542544,white
Pennsylvania,PA,2003,Male,Northeast,Mid-Atlantic,75.03728976,white
Pennsylvania,PA,2004,Female,Northeast,Mid-Atlantic,80.45387176,white
Pennsylvania,PA,2004,Male,Northeast,Mid-Atlantic,75.25452752,white
